course_code,subject,course_number,course_name,credits,description,prerequisites,credit_restrictions,gen_ed,total_students,total_sections,overall_gpa
IS 550,IS,550,Theories of Information,4 Hours,"A theory of information attempts to articulate clearly and precisely what information is, and what it means to become informed. Theories of information can contribute to the scientific foundations for many important research and practice activities in IS, including data curation, information modeling, information access, digital preservation, and informatics support for science and scholarship. This course, Theories of Information -- A, takes a logic-based approach to investigating the nature of information. Methodologically we draw from a family of methods that might be called formal methods, in contrast to the empirical methods of social and nature science. Formal methods typically make use of concepts from logic, set theory, and discrete mathematics to construct and explore formal systems. Formal methods are widely used in linguistics, mathematics, philosophy, and computer science. Within the general area of formal methods our approach in this course might be more specifically referred to as conceptual analysis, as it takes the form of a systematic analysis of a concept, namely information. Most of the prior work that is relevant to our analysis is from analytic philosophy, linguistics (especially formal semantics), and computer science (especially knowledge representation and AI). Prerequisite: Some familiarity with formal logic would be useful, but is not required. Some familiarity with conceptual modeling (ER or UML diagrams, or RDF/S for instance) would also be useful, but not required.","Prerequisite: Some familiarity with formal logic would be useful, but is not required.",,,,,
IS 551,IS,551,Youth Services Librarianship,4 Hours,"Theory and techniques in planning, implementing and evaluating library programs/services for youth (age 0-18) in public and school libraries/media centers; the knowledge base, skills, and competencies needed by the library media professional in the development of all aspects of young people's reading/viewing/listening and information literacy skills.",,,,,,
IS 555,IS,555,Naming and Power,2 or 4 Hours,"An advanced topics seminar in subject description and access that focuses upon representation in race, gender, sexuality and other contested categories. Critical intersections of bias, exclusion, and marginalization will be explored through a variety of case studies. Implications for how we construct search and discovery systems (e.g databases, archival and museum finding aids, taxonomies and catalogues), and other tools, are crucial considerations for those engaging in cultural heritage work. Open to masters and doctoral students.",,,,,,
IS 556,IS,556,Internet of Things,4 Hours,"Relying primarily on case studies, this course will help develop the students' understanding of how the IoT enables Business Data Analytics. Lectures and readings will be focused on the impact to a company's business model created by IoT data and analytics. Because of the disruptive nature of IoT sensors or data, IT Innovation will also be discussed. While the course will reflect a practitioner's view, the material will be presented on a solid academic under-pinning.",,,,,,
IS 557,IS,557,Applied Machine Learning: Team Projects,4 Hours,"A comprehensive exploration of the applied machine learning workflow from inspiration to delivery of a machine learning solution broadly defined (i.e., from analytic finding to embedded machine learning application). This course is firmly grounded in a ""learning-by-doing"" teaching philosophy with pedagogical priority clearly placed on the application of machine learning to real-world data and problems. Ongoing and intense practical experiences in team-based project management and work are another cornerstone of this course. This course includes student-led reviews of existing data sources and machine learning technologies along with several team-based fact-finding and proof-of-concept implementation projects. This course is designed for students wishing to engage seriously in the practical world of machine learning implementation. Prerequisite: Students should have demonstrated ability, and must have taken one of the following courses, IS 577 (formerly IS 590 DT), IS 517 (formerly IS 590 MD), CS 412, CS 446 or a course demonstrably equivalent.","Prerequisite: Students should have demonstrated ability, and must have taken one of the following courses, IS 577 (formerly IS 590 DT), IS 517 (formerly IS 590 MD), CS 412, CS 446 or a course demonstrably equivalent.",,,,,
IS 558,IS,558,Seminar in Organization & Representation,4 Hours,"Offers an advanced graduate survey of research in areas related to research in Organization and Representation, across a wide range of topics. Designed to incorporate multiple guest lectures. Weekly class meetings will be composed of both lectures and discussions. May be repeated in the same or separate terms, to a maximum of 16 hours, if topics vary.",,,,,,
IS 559,IS,559,CAS Project,0 to 8 Hours,"Individual study of a problem in library and information science; forms the culmination of the Certificate of Advanced Study program. Approved for S/U grading only. May be repeated. Only eight hours will apply to the Certificate of Advanced Study. Prerequisite: Admission to Certificate of Advanced Study program in library and information science; submission of ""Request to Enroll in IS 559 - CAS Project"" form.","Prerequisite: Admission to Certificate of Advanced Study program in library and information science; submission of ""Request to Enroll in IS 559 - CAS Project"" form.",,,,,
IS 560,IS,560,Social Science Research in Library and Information Science,4 Hours,"Introduces students to the fundamentals of doing social science research in LIS. Students will learn how to frame a research problem, choose an appropriate research method, apply it, and write up the research for presentation and publication.",,,,,,
IS 561,IS,561,Use and Users of Information,4 Hours,"Explores information needs and uses at a general level, addressing formal and informal information channels, barriers to information, issues of value, and impacts of technology. Examines information seeking practices of particular communities and within various environments, introducing recent approaches to user-centered system design and digital library development. Provides an overview of methods that can be used to study information needs, information seeking behavior, and related phenomena. Prerequisite: IS 505.",Prerequisite: IS 505.,,,,,
IS 562,IS,562,Administration and Use of Archival Materials,4 Hours,"Administration of archives and manuscript collections in various types of institutions. Theoretical principles and archival practices of appraisal, acquisition, accessioning, arrangement, description, preservation, and reference services. Topics will include: records management programs, collecting archives programs/special collections, legal and ethical issues, public programming and advocacy, and the impact of new information technologies for preservation and access. Lectures, discussion, internet demonstration, and field trips to the Special Collections Department and University Archives.",,,,,,
IS 563,IS,563,"Advanced Topics in Literature, Media and Materials",2 or 4 Hours,"Variety of newly developed and advanced topics courses within Literature, Media and Materials, intended to augment the existing Information Sciences curricula. May be repeated in the same or separate terms, to a maximum of 16 hours, if topics vary.",,,,,,
IS 565,IS,565,Cataloging for School Libraries,2 Hours,"This course will introduce the student to the principles, practices and standards for information representation and organization in school media centers. Course content will include an introduction to original cataloging of non-standard materials (such as realia and audiovisual materials), evaluation of bibliographic records, exposure to authority control and subject access systems with a special focus on the Dewey Decimal System and Sears Subject Headings. The course will also provide an overview and exploration of different library systems/OPACS.",,,,,,
IS 567,IS,567,Text Mining,4 Hours,"The goal of this project-based course is to provide students with first-hand experience with how to create a well-formed text mining problem and how to select, transform, and mine a collection of text. Prior programming knowledge (in any language) is required. As students work on their own project, they will draw from key concepts in text mining using perspectives from both the knowledge discovery and natural language processing research communities.",,,,,,
IS 568,IS,568,Seminar in Human-Centered Design & Systems,4 Hours,"Offers an advanced graduate survey of research in areas related to research in human-centered design and systems, across a wide range of topics. Designed to incorporate multiple guest lectures. Weekly class meetings will be composed of both lectures and discussions. May be repeated in the same or separate terms, to a maximum of 16 hours, if topics vary.",,,,,,
IS 569,IS,569,Internship,0 Hours,Supervised field experience designed for learning professional-level duties in an approved information-related organization or institution. Approved for S/U grading only. May be repeated in separate terms.,,,,,,
IS 571,IS,571,Advanced Topics in Use and Users of Information,2 or 4 Hours,"Variety of newly developed and advanced topics courses within the field of Use and Users of Information, intended to augment the existing Information Sciences curricula. May be repeated in the same or separate terms, to a maximum of 16 hours, if topics vary.",,,,,,
IS 573,IS,573,Advanced Topics in Collections,2 or 4 Hours,"Variety of newly developed and advanced topics courses within the field of Collections, intended to augment the existing Information Sciences curricula. Additional fees may apply. See Class Schedule. May be repeated in the same or separate terms, to a maximum of 16 hours, if topics vary.",,,,,,
IS 575,IS,575,Metadata in Theory & Practice,4 Hours,"Combines theoretical examination of the design of metadata schema with their practical application in a variety of settings. Hands-on experience in the creation of descriptive, administrative, and structural metadata, along with their application in systems such as OAI harvesting, OpenURL resolution systems, metasearch systems and digital repositories, will help students develop a thorough understanding of current metadata standards as well as such issues as crosswalking, metadata schema, metadata's use in information retrieval and data management applications, and the role of standards bodies in metadata schema development. Prerequisite: IS 505 - Information, Organization and Access (formerly IS 501 prior to FA 20) or consent of the instructor.","Prerequisite: IS 505 - Information, Organization and Access (formerly IS 501 prior to FA 20) or consent of the instructor.",,,,,
IS 577,IS,577,Data Mining,2 or 4 Hours,"Data mining refers to the process of exploring large datasets with the goal of uncovering interesting patterns. This process usually involves a number of tasks such as data collection, pre-processing, & characterization; model fitting, selection, & evaluation; classification, clustering, & prediction. Although data mining has its roots in database management, it has grown into a discipline that focuses on algorithm design (to ensure computational feasibility) & statistical modeling (to separate the signal from the noise). It draws heavily upon a variety of other disciplines including statistics, machine learning, operations research, & information retrieval. Will cover the major data mining concepts, principles, & techniques that every information scientist should know about. Lectures will introduce & discuss the major approaches to data mining; computer lab sessions coupled w/assignments will provide hands-on experience with these approaches; term projects offer the opportunity to use data mining in a novel way. Mathematical detail will be left to the students who are so inclined.",,,,,,
IS 578,IS,578,Seminar in Research Methods,4 Hours,"Offers an advanced graduate survey of research in areas related to research in research methods, across a wide range of topics. Designed to incorporate multiple guest lectures. May be repeated in the same or separate terms, to a maximum of 16 hours, if topics vary.",,,,,,
IS 579,IS,579,Guided Research Experience,0 or 1 Hours,"Supervised participation in information science research. Students assist in and /or conduct research under faculty or staff supervision on an information science project. The topics and nature of the work will vary. Approved for S/U grading only. Course may be repeated in separate terms, up to 2 graduate credit hours, if topics vary. Additional research must be completed for the 0 credit option. Prerequisite: Completion of either one semester or 12 credits of information sciences courses. Completion of a research participation agreement. Restricted to IS graduate students.",Prerequisite: Completion of either one semester or 12 credits of information sciences courses.,,,,,
IS 580,IS,580,Information History,4 Hours,"Drawing on research in varied historical specializations, information history has become a vibrant area of study, one that improves our understanding, moreover, of today's information universe. Information history covers diverse institutions and practices -- from libraries and the book to the telegraph and postal systems, from surveillance to cartography, from documentary culture to statistical surveys -- seeking to connect them with the major developmental processes of human history. Framed in a succession of major historical epochs, topics and trends, from Antiquity to the twentieth century, this course revises our sense of the historical record by situating information explicitly within it.",,,,,,
IS 581,IS,581,Advanced Topics in Youth Services,2 or 4 Hours,"Variety of newly developed and advanced topics courses within the field of Youth Services, intended to augment the existing Information Sciences curricula. May be repeated in the same or separate semesters to a maximum of 16 hours, if topics vary.",,,,,,
IS 582,IS,582,Advanced Topics in Librarianship,2 or 4 Hours,"Variety of newly developed and advanced topics courses within the field of Librarianship, intended to augment the existing Information Sciences curricula. Additional fees may apply. See Class Schedule. May be repeated in the same or separate semesters to a maximum of 16 hours, if topics vary.",,,,,,
IS 583,IS,583,Advanced Topics in Book History,2 or 4 Hours,"Variety of newly developed and advanced topics courses within the field of Book History, intended to augment the existing Information Sciences curricula. Additional fees may apply. See Class Schedule. May be repeated in the same or separate semesters to a maximum of 16 hours, if topics vary.",,,,,,
IS 584,IS,584,Advanced Topics in Ethics and Privacy,2 or 4 Hours,"Variety of newly developed and advanced topics courses within the field of ethics and privacy, intended to augment the existing Information Sciences curricula. May be repeated in the same or separate semesters to a maximum of 16 hours, if topics vary.",,,,,,
IS 585,IS,585,Bibliographic Metadata,4 Hours,"Introduction to basic principles and concepts of descriptive and subject cataloging in the context of information service needs for various user communities. Explores principles, structures, standards, technologies and practices relating to organizing and creating access to print and non-print media. Includes coverage of subject analysis and descriptive practices. Introduces controlled vocabularies. Prerequisite: Information Organization and Access; IS 505 for Fall 2020 (previously IS 501).",Prerequisite: Information Organization and Access; IS 505 for Fall 2020 (previously IS 501).,,,,,
IS 586,IS,586,Usability Engineering,4 Hours,"The course provides an introduction to: issues in Human Computer Interaction; analysis of interfaces and their use; the interface design process as an engineering activity; designing usable interfaces under constraints; and the rapid prototyping and evaluation cycle. The course covers interface design in multiple contexts including websites, web-based applications, smartphone apps, regular computer apps and new contexts of interacting with computers. Elective course for the CAS in Digital Libraries concentration.",,,,,,
IS 587,IS,587,Seminar in Data Analytics and Data Science,4 Hours,"Offers an advanced graduate survey of data analytics and data science in the information fields, across a wide range of topics. Designed to incorporate multiple guest lectures. May be repeated in the same or separate terms, to a maximum of 16 hours, if topics vary.",,,,,,
IS 588,IS,588,Data Consulting Capstone,4 Hours,"This course will help to prepare students for a competitive job market in data consulting. They will build a portfolio including evidence of effective consulting abilities, database design, and knowledge of applying data to solve real world problems. Portfolios will demonstrate theoretical and practical understandings of areas such as entity-relationship modeling, creating tables, writing queries in SQL, and data analysis for decision making.",,,,,,
IS 589,IS,589,Independent Study,2 to 4 Hours,Permits the intermediate or advanced student opportunity to undertake the study of a topic not otherwise offered in the curriculum or to pursue a topic beyond or in greater depth than is possible within the context of a regular course. May be repeated by MS students to a maximum of 4 graduate hours. May be repeated by CAS students to a maximum of 8 graduate hours. May be repeated by PhD students to a maximum of 16 graduate hours.,,,,,,
IS 590,IS,590,Advanced Topics in Information Foundations,2 or 4 Hours,"Variety of newly developed and advanced topics courses within the field of information foundations, intended to augment the existing Information Sciences curricula. Additional fees may apply. See Class Schedule. May be repeated.",,,,,,
IS 591,IS,591,Advanced Topics in Information Services,1 to 4 Hours,"Variety of newly developed and advanced topics courses within the fields of Information Services, intended to augment the existing Information Sciences curricula. May be repeated in the same or separate semesters to a maximum of 16 hours, if topics vary.",,,,,,
IS 592,IS,592,Advanced Topics In Information Organizations,2 or 4 Hours,"Variety of newly developed and advanced topics courses within the fields of Information Organization, intended to augment the existing Information Sciences curricula. May be repeated in the same or separate semesters to a maximum of 16 hours, if topics vary.",,,,,,
IS 593,IS,593,Advanced Topics in Preservation & Tech Services,2 or 4 Hours,"Variety of newly developed and advanced topics courses within the fields of Preservation & Tech Services, intended to augment the existing Information Sciences curricula. Additional fees may apply. See Class Schedule. May be repeated in the same or separate semesters to a maximum of 16 hours, if topics vary.",,,,,,
IS 594,IS,594,Advanced Topics in Management and Policy,2 or 4 Hours,"Variety of newly developed and advanced topics courses within the fields of Management and Policy, intended to augment the existing Information Sciences curricula. May be repeated in the same or separate semesters to a maximum of 16 hours, if topics vary.",,,,,,
IS 595,IS,595,Advanced Topics in Organization & Representation,2 or 4 Hours,"Variety of newly developed and advanced topics courses within the fields of Organization & Representation, intended to augment the existing Information Sciences curricula. Approved for Letter and S/U grading. May be repeated in the same or separate semesters to a maximum of 16 hours, if topics vary.",,,,,,
IS 596,IS,596,Advanced Topics in Human-Centered Design & Systems,2 or 4 Hours,"Variety of newly developed and advanced topics courses within the field of Human-Centered Design & Systems, intended to augment the existing Information Sciences curricula. Approved for Letter and S/U grading. May be repeated in the same or separate semesters to a maximum of 16 hours, if topics vary.",,,,,,
IS 597,IS,597,Advanced Topics in Data Analytics & Data Science,2 or 4 Hours,"Variety of newly developed and advanced topics courses within the fields of Data Analytics & Data Science, intended to augment the existing Information Sciences curricula. Approved for Letter and S/U grading. May be repeated in the same or separate semesters to a maximum of 16 hours, if topics vary.",,,,,,
IS 599,IS,599,Thesis Research,0 to 16 Hours,"Individual study and research. M.S. candidates, 0 to 8 hours. Doctoral candidates, 0 to 16 hours. Approved for S/U grading only. May be repeated in the same term or in separate terms. Prerequisite: MS students must submit a ""Request to Enroll in IS 599 - Master's Thesis"" form.","Prerequisite: MS students must submit a ""Request to Enroll in IS 599 - Master's Thesis"" form.",,,,,
